id,modele_machine,annee_fabrication,fiabilite_modele,age_machine_ans,phase_vie,indice_usure,heures_par_jour,temps_total_fonctionnement_h,mode_fonctionnement,cadence_moyenne_unit_h,taux_utilisation_pct,charge_machine,type_maintenance,frequence_maintenance,nombre_maintenances,date_derniere_maintenance,jours_depuis_maintenance,intervalle_entre_maintenances_j,nombre_total_pannes,frequence_pannes_par_an,duree_moyenne_panne_h,nombre_interventions_techniques,nombre_pannes_repetees,type_panne_recurrente,intervalle_entre_pannes_j,cause_identifiee,panne
122,CNC-2000,1995,Moyenne,28,Ancienne,100.0,11.4,116896,Intermittent,85.9,90.0,Sous-charge,Corrective,Trimestrielle,,2023-10-10,84.0,53.0,18,0.64,4.67,20,14,Aucune,113,Oui,1
123,CONV-3A,2010,Elevée,13,Normale,49.55,8.0,37804,Continu,120.8,79.5,Normale,Préventive,Mensuelle,18.0,2023-12-15,17.0,49.0,12,0.92,0.5,19,9,Mécanique,149,Oui,0
124,WELDR-E4,1997,Moyenne,26,Ancienne,89.97,11.6,109622,Continu,78.8,85.2,Normale,Préventive,Trimestrielle,37.0,2023-11-10,52.0,122.0,20,0.77,3.86,22,20,Mécanique,160,Non,1
125,LATHE-9,2009,Faible,14,Normale,58.63,9.9,50589,Intermittent,90.8,69.7,Normale,Préventive,Annuelle,19.0,2023-08-11,143.0,126.0,13,0.93,1.92,16,10,Aucune,126,Oui,0
126,LATHE-9,2005,Elevée,18,Ancienne,65.42,9.2,60284,Intermittent,77.2,65.7,Normale,Préventive,Trimestrielle,19.0,2023-12-08,25.0,76.0,10,0.56,2.63,11,10,Aucune,87,Oui,0
127,MOTOR-K1,2004,Moyenne,19,Ancienne,67.74,13.1,91122,Continu,,68.2,Surcharge,Corrective,Trimestrielle,29.0,2023-09-04,,55.0,14,0.74,1.32,16,12,,267,Non,0
128,CONV-3A,2011,Elevée,12,Normale,38.2,10.1,44418,Intermittent,,73.7,Normale,Préventive,Hebdomadaire,21.0,2023-03-29,279.0,120.0,15,1.25,1.85,17,12,Mécanique,192,,0
129,MOTOR-K1,1998,Elevée,25,Ancienne,87.01,10.6,96299,Continu,73.7,69.9,Normale,Préventive,Hebdomadaire,50.0,2023-02-19,,119.0,17,0.68,6.77,20,16,Électrique,64,Oui,1
130,CNC-2000,2011,Elevée,12,Normale,42.57,15.9,69436,Continu,77.0,85.9,Normale,Préventive,Trimestrielle,11.0,2023-09-18,105.0,103.0,3,0.25,15.97,6,1,Mécanique,217,Oui,0
131,CONV-3A,1998,Elevée,25,Ancienne,83.56,9.2,84486,Continu,98.7,100.0,Sous-charge,Corrective,Hebdomadaire,32.0,2023-10-22,72.0,96.0,16,0.64,1.7,17,13,Hydraulique,152,Non,1
132,PUMP-V7,2013,Faible,10,Normale,33.54,16.7,60846,Intermittent,84.3,82.0,Normale,Mixte,Trimestrielle,13.0,2023-09-19,104.0,57.0,13,1.3,-5.0,15,12,Thermique,179,Oui,0
133,MOTOR-K1,2019,Elevée,4,Normale,13.17,11.0,16080,Continu,62.0,51.6,Surcharge,Corrective,Mensuelle,7.0,2023-10-18,75.0,96.0,4,1.0,5.05,9,4,Aucune,67,,0
134,DRILL-Z6,1995,Moyenne,28,Ancienne,98.28,8.6,87890,Intermittent,73.6,76.9,Surcharge,Mixte,Mensuelle,39.0,2023-02-16,319.0,13.0,23,0.82,15.04,26,20,Électrique,137,Oui,1
135,WELDR-E4,2008,Elevée,15,Normale,43.69,10.3,56779,Intermittent,66.6,60.7,Sous-charge,Corrective,Hebdomadaire,26.0,2022-10-01,458.0,87.0,12,0.8,5.57,18,9,Électrique,140,Non,0
136,PUMP-V7,2018,Elevée,5,Normale,16.82,12.2,22147,Intermittent,93.9,,Surcharge,Préventive,Mensuelle,10.0,NA,-30.0,126.0,3,0.6,4.88,5,0,Mécanique,90,Non,0
137,CONV-3A,2005,Moyenne,18,Ancienne,61.11,15.8,103056,Continu,68.6,74.6,Normale,Corrective,Trimestrielle,37.0,2023-10-28,65.0,141.0,14,,2.17,16,14,Mécanique,294,Non,0
138,DRILL-Z6,2019,Moyenne,4,Normale,13.9,14.4,21098,Intermittent,92.9,71.9,Normale,Corrective,Mensuelle,5.0,2023-08-03,151.0,112.0,3,0.75,5.64,8,1,Thermique,233,Oui,0
139,CNC-2000,2022,Faible,1,Nouvelle,8.68,12.2,4136,Continu,94.6,62.6,Surcharge,Mixte,Hebdomadaire,0.0,2023-11-22,41.0,81.0,1,1.0,3.39,4,0,Électrique,229,Oui,0
140,DRILL-Z6,2001,Faible,22,Ancienne,87.26,15.8,126899,Intermittent,82.2,81.3,Normale,Corrective,Hebdomadaire,33.0,2023-11-28,34.0,98.0,21,0.95,0.61,24,21,Électrique,148,Oui,0
141,LATHE-9,2011,Elevée,12,Normale,45.39,,27835,Intermittent,88.2,51.1,Surcharge,Préventive,Trimestrielle,19.0,2023-11-28,34.0,84.0,10,0.83,0.5,11,8,Mécanique,235,Oui,0
142,ROBOT-M3,1998,Moyenne,25,Ancienne,81.33,12.7,116269,Intermittent,72.5,79.6,Sous-charge,Corrective,Trimestrielle,33.0,2023-11-11,51.0,121.0,23,0.92,9.78,26,17,Mécanique,105,Oui,1
143,DRILL-Z6,2004,Elevée,19,Ancienne,64.77,12.9,89806,Continu,92.7,64.2,Normale,,Trimestrielle,,2023-08-17,137.0,110.0,15,0.79,2.67,17,13,Mécanique,155,Oui,0
144,COMP-T2,2011,Moyenne,12,Normale,44.98,13.0,56445,Continu,61.4,78.3,Normale,Préventive,Mensuelle,16.0,2023-02-07,328.0,56.0,8,0.67,3.51,10,6,Électrique,140,Non,0
145,CNC-2000,1998,Faible,25,Ancienne,89.92,7.2,65382,Intermittent,73.1,58.9,Normale,Corrective,Mensuelle,44.0,NA,-30.0,67.0,23,,,26,22,Électrique,203,Oui,0
146,PUMP-V7,2013,Elevée,10,Normale,39.94,8.9,32754,Intermittent,75.4,77.8,Sous-charge,Mixte,Mensuelle,18.0,2023-09-09,115.0,117.0,12,1.2,0.5,13,10,Hydraulique,208,Oui,0
147,MOTOR-K1,2012,Elevée,11,Normale,38.01,11.5,46225,Intermittent,94.8,91.5,Normale,Préventive,Annuelle,9.0,2023-07-05,181.0,65.0,16,1.45,1.58,20,15,Thermique,231,Non,0
148,PRESS-X5,2011,Moyenne,12,Normale,,15.3,67111,Continu,105.6,67.9,Surcharge,Mixte,Mensuelle,12.0,2023-07-23,163.0,23.0,5,0.42,7.09,7,3,Hydraulique,142,Oui,0
149,CNC-2000,2000,Moyenne,23,Ancienne,89.26,17.7,148880,Continu,73.2,,Normale,,Mensuelle,28.0,2023-04-28,,79.0,24,1.04,1.37,27,21,Électrique,189,Oui,1
150,COMP-T2,2022,Elevée,1,Nouvelle,3.79,,3961,Continu,,80.2,Normale,,Mensuelle,2.0,2023-10-16,78.0,120.0,0,0.0,2.08,3,0,Thermique,166,,0
151,LATHE-9,2001,Faible,22,Ancienne,,,64988,Continu,62.3,77.5,Surcharge,Préventive,Trimestrielle,32.0,2023-09-05,118.0,70.0,18,0.82,2.23,25,18,Thermique,169,Oui,0
152,MOTOR-K1,2000,Moyenne,23,Ancienne,87.88,14.4,121152,Continu,78.8,58.4,Normale,,Trimestrielle,42.0,2023-10-30,64.0,,18,0.78,1.5,24,16,Électrique,254,Oui,0
153,WELDR-E4,2019,,4,Normale,6.52,19.8,29241,Intermittent,96.5,88.3,Normale,Mixte,Trimestrielle,1.0,2023-11-26,36.0,25.0,8,2.0,8.14,11,6,Hydraulique,43,Non,0
154,PRESS-X5,2006,Elevée,17,Ancienne,42.02,15.3,95217,Intermittent,53.1,84.7,Surcharge,Mixte,Annuelle,35.0,2023-08-06,149.0,72.0,15,0.88,3.63,15,12,Mécanique,109,Oui,0
155,DRILL-Z6,2003,Moyenne,20,Ancienne,73.85,,71303,Continu,80.3,90.4,Sous-charge,,Mensuelle,39.0,2023-12-22,10.0,69.0,10,0.5,0.5,13,8,Aucune,156,Oui,0
156,COMP-T2,2012,Elevée,11,Normale,43.05,20.6,82748,Intermittent,90.8,81.6,Surcharge,Préventive,Hebdomadaire,18.0,2023-12-25,8.0,113.0,7,0.64,4.33,10,7,Mécanique,212,Non,0
157,DRILL-Z6,1996,Elevée,27,Ancienne,,14.1,138336,Intermittent,80.9,97.7,Normale,Préventive,Trimestrielle,28.0,2023-12-08,24.0,57.0,22,0.81,0.5,24,20,Électrique,152,Oui,1
158,WELDR-E4,2019,Moyenne,4,Normale,7.49,9.6,14356,Continu,77.2,52.5,Sous-charge,Corrective,Mensuelle,10.0,2023-12-04,28.0,128.0,2,0.5,6.63,8,0,Aucune,277,Oui,0
159,CNC-2000,2011,Moyenne,12,Normale,41.71,17.8,78167,Intermittent,93.1,93.3,Normale,Mixte,Annuelle,19.0,2023-10-24,69.0,129.0,10,,4.19,11,7,Mécanique,167,Oui,0
160,ROBOT-M3,2015,Moyenne,8,Normale,26.61,9.4,27468,Intermittent,67.9,70.3,Normale,Corrective,Trimestrielle,14.0,2024-01-01,1.0,159.0,0,0.0,8.37,3,0,Électrique,209,Oui,0
161,COMP-T2,1995,Elevée,28,Ancienne,95.31,10.1,103646,Continu,68.3,68.5,Normale,Mixte,Trimestrielle,53.0,2023-10-08,85.0,58.0,25,0.89,9.94,28,23,Aucune,120,Non,1
162,CONV-3A,2017,Moyenne,6,Normale,28.06,14.2,31036,Continu,52.3,66.4,Normale,Préventive,Trimestrielle,7.0,2024-01-01,0.0,67.0,9,1.5,9.33,11,9,Électrique,131,Oui,0
163,PUMP-V7,2003,Faible,20,Ancienne,64.77,11.9,86941,Continu,84.9,81.1,Normale,Corrective,Trimestrielle,36.0,2024-01-01,1.0,154.0,10,0.5,1.08,13,6,Hydraulique,229,Oui,0
164,CONV-3A,2000,Elevée,23,Ancienne,82.08,12.1,101779,Continu,83.3,84.6,Normale,Préventive,Trimestrielle,36.0,2023-12-15,18.0,149.0,18,0.78,5.38,23,17,Thermique,120,Non,0
165,ROBOT-M3,1996,Moyenne,27,Ancienne,100.0,12.1,119245,Intermittent,71.4,69.4,Surcharge,Corrective,Mensuelle,36.0,2023-08-06,149.0,110.0,25,0.93,1.49,29,25,Électrique,158,Oui,1
166,WELDR-E4,2000,Faible,23,Ancienne,82.41,15.3,128838,Continu,66.6,78.3,Normale,Corrective,Trimestrielle,33.0,2023-11-28,35.0,106.0,21,0.91,0.54,26,19,Hydraulique,175,Non,0
167,CONV-3A,2003,Moyenne,20,Ancienne,76.21,5.0,36715,Intermittent,79.3,100.0,Sous-charge,Préventive,Mensuelle,25.0,2023-09-26,98.0,94.0,19,0.95,7.05,22,19,Mécanique,179,Oui,0
168,LATHE-9,1997,Moyenne,26,Ancienne,93.82,12.9,122057,Intermittent,81.4,67.0,Normale,Mixte,Trimestrielle,43.0,2023-12-22,10.0,,29,1.12,1.71,31,27,Thermique,137,Non,0
169,COMP-T2,2010,Elevée,13,Normale,47.65,11.1,52997,Intermittent,62.0,70.3,Normale,Préventive,Hebdomadaire,18.0,2023-07-09,176.0,69.0,5,0.38,1.88,11,4,Thermique,154,Non,0
170,LATHE-9,2019,Moyenne,4,Normale,15.83,9.7,14305,Continu,50.8,92.0,Surcharge,Préventive,Mensuelle,5.0,2023-08-03,152.0,108.0,1,0.25,0.5,3,0,Thermique,173,Oui,0
171,PRESS-X5,2018,Moyenne,5,Normale,20.57,9.7,17904,Intermittent,54.1,56.1,Surcharge,Préventive,Mensuelle,9.0,2023-10-27,66.0,91.0,8,1.6,0.5,9,7,Mécanique,152,Non,0
172,ROBOT-M3,2009,Moyenne,14,Normale,47.07,4.1,20505,Intermittent,58.2,77.9,Surcharge,Préventive,Annuelle,24.0,2023-11-01,61.0,78.0,9,0.64,1.25,12,5,Thermique,173,Non,0
173,PRESS-X5,2006,Faible,17,Ancienne,52.99,9.6,59690,Continu,61.9,46.0,Normale,Corrective,Trimestrielle,31.0,2023-09-15,108.0,58.0,23,1.35,1.78,26,20,,141,Non,0
174,PRESS-X5,2017,Elevée,6,Normale,25.77,15.9,34773,Intermittent,78.7,58.4,Sous-charge,Préventive,Trimestrielle,8.0,2023-12-27,6.0,63.0,6,1.0,8.21,11,5,Thermique,213,Non,0
175,PRESS-X5,2002,Elevée,21,Ancienne,79.31,14.5,111187,Intermittent,81.3,60.7,Surcharge,Préventive,Mensuelle,32.0,2023-12-28,4.0,55.0,18,0.86,5.96,21,18,Aucune,178,Oui,0
176,CNC-2000,2020,Elevée,3,,11.76,11.4,12405,Continu,77.5,64.5,Surcharge,Corrective,Hebdomadaire,9.0,2023-12-31,1.0,98.0,4,1.33,0.5,7,2,Électrique,265,Oui,0
177,CNC-2000,2000,Moyenne,23,Ancienne,77.76,7.8,65428,Intermittent,85.4,60.0,Sous-charge,Corrective,Trimestrielle,43.0,2023-10-23,70.0,67.0,12,0.52,9.46,14,7,Hydraulique,151,Oui,0
178,ROBOT-M3,1997,Elevée,26,Ancienne,83.21,14.5,137329,Continu,86.0,77.4,Normale,Corrective,Mensuelle,28.0,2023-11-14,49.0,78.0,20,0.77,,21,17,Mécanique,211,Oui,1
179,MOTOR-K1,2017,Moyenne,6,Normale,21.43,15.9,34737,Continu,84.9,91.8,Normale,Mixte,Hebdomadaire,5.0,2023-04-03,274.0,115.0,3,0.5,2.47,7,0,Électrique,193,Oui,0
180,CONV-3A,1998,Elevée,25,Ancienne,80.76,15.1,137697,Continu,81.3,99.5,Surcharge,Corrective,Trimestrielle,33.0,2023-05-10,236.0,82.0,19,,0.5,20,16,Thermique,201,Oui,1
181,CNC-2000,2021,Moyenne,2,Nouvelle,0.0,9.1,6819,Intermittent,64.2,62.6,Sous-charge,Préventive,Hebdomadaire,7.0,2023-12-29,4.0,87.0,2,1.0,2.55,3,0,Électrique,158,Oui,0
182,DRILL-Z6,2004,Elevée,19,Ancienne,66.4,9.4,65209,Continu,60.0,83.7,Surcharge,Mixte,Mensuelle,33.0,2024-01-01,1.0,81.0,18,0.95,2.45,19,17,Électrique,190,Oui,0
183,LATHE-9,2008,Faible,15,Normale,48.68,17.0,92897,Continu,71.6,89.5,Normale,Préventive,Mensuelle,26.0,2023-12-10,23.0,114.0,10,0.67,,11,9,Aucune,133,Oui,0
184,CNC-2000,2015,Moyenne,8,Normale,29.73,8.4,24407,Continu,97.0,76.5,Normale,Corrective,Annuelle,12.0,2023-12-14,18.0,157.0,5,0.62,2.95,8,3,Thermique,115,,0
185,WELDR-E4,2018,Faible,5,Normale,,13.4,24720,Intermittent,115.2,,Sous-charge,Corrective,Annuelle,,2023-10-18,76.0,,5,1.0,2.43,8,2,Aucune,195,Non,0
186,PRESS-X5,2009,Moyenne,14,Normale,45.97,6.7,34164,Continu,88.4,80.5,Normale,Préventive,Hebdomadaire,19.0,2023-10-11,82.0,44.0,13,0.93,5.72,16,13,,183,Oui,0
187,CNC-2000,2001,Elevée,22,Ancienne,68.48,11.1,88888,Intermittent,85.4,80.5,Surcharge,Préventive,Trimestrielle,39.0,2023-08-27,128.0,40.0,12,0.55,3.47,13,12,Thermique,58,Oui,0
188,ROBOT-M3,2001,Elevée,22,Ancienne,72.74,13.8,110261,Intermittent,96.0,66.2,Sous-charge,Préventive,Annuelle,38.0,2023-09-28,95.0,118.0,19,0.86,4.41,21,17,Mécanique,257,Oui,0
189,LATHE-9,2002,Faible,21,Ancienne,69.42,,91292,Continu,102.7,51.1,Normale,Mixte,Mensuelle,31.0,2023-07-28,157.0,130.0,21,1.0,,26,17,Mécanique,96,Oui,0
190,LATHE-9,2004,Moyenne,19,Ancienne,60.37,13.6,93991,Continu,66.2,70.8,Surcharge,Mixte,Mensuelle,28.0,2023-11-29,34.0,105.0,18,0.95,2.43,20,17,Mécanique,201,Non,0
191,MOTOR-K1,2013,Elevée,10,Normale,33.35,8.3,29941,Continu,123.5,65.8,Normale,Préventive,Hebdomadaire,15.0,2023-12-10,22.0,83.0,9,0.9,15.71,14,5,Aucune,231,Non,0
192,PUMP-V7,2013,Moyenne,10,Normale,29.26,9.5,34672,Continu,103.8,71.7,Surcharge,Corrective,Trimestrielle,10.0,2023-12-26,7.0,136.0,7,0.7,4.95,10,5,Mécanique,66,Oui,0
193,PUMP-V7,1996,Elevée,27,Ancienne,93.68,13.4,132449,Intermittent,59.5,86.5,Sous-charge,Préventive,Mensuelle,42.0,2023-10-17,76.0,69.0,16,0.59,2.7,21,12,Électrique,211,Oui,1
194,CONV-3A,2009,Elevée,14,Normale,50.2,14.1,71923,Continu,65.0,92.2,Normale,Préventive,Hebdomadaire,24.0,2023-03-20,288.0,116.0,16,1.14,1.7,20,12,Électrique,241,Oui,0
195,DRILL-Z6,1995,Elevée,28,Ancienne,93.87,12.7,129524,Intermittent,122.3,76.8,Sous-charge,Corrective,Hebdomadaire,47.0,2023-06-12,,7.0,31,1.11,5.53,33,30,Aucune,254,Oui,1
196,COMP-T2,2004,Faible,19,Ancienne,68.63,14.8,102477,Intermittent,95.6,60.8,Normale,,Annuelle,32.0,2023-11-02,60.0,119.0,9,0.47,0.5,13,8,Mécanique,137,Non,0
197,ROBOT-M3,2000,Elevée,23,Ancienne,73.69,7.0,58849,Continu,71.0,70.3,Normale,Préventive,Annuelle,40.0,2023-06-17,199.0,32.0,21,0.91,3.35,23,20,Aucune,144,Oui,1
198,WELDR-E4,2016,Elevée,7,Normale,18.94,10.6,27246,Intermittent,81.2,65.7,Surcharge,Mixte,Annuelle,7.0,2023-01-11,356.0,7.0,6,0.86,2.31,8,4,Thermique,240,Oui,0
199,CNC-2000,2007,Elevée,16,Ancienne,55.43,17.5,101880,Intermittent,91.3,76.5,Normale,Préventive,Annuelle,32.0,2023-10-19,75.0,93.0,10,0.62,0.5,13,8,Thermique,212,Non,0
200,ROBOT-M3,2004,Elevée,19,Ancienne,69.94,15.9,109680,Continu,93.3,69.4,Normale,Mixte,Trimestrielle,23.0,2023-07-12,,113.0,18,0.95,3.62,20,15,Électrique,283,Oui,0
201,DRILL-Z6,2006,Moyenne,17,Ancienne,63.84,13.9,86119,Continu,100.5,85.8,Normale,Corrective,Trimestrielle,18.0,2023-11-17,46.0,27.0,14,0.82,0.82,16,11,Mécanique,148,Oui,0
202,PUMP-V7,2018,,5,Normale,25.56,,21139,Continu,83.6,64.8,Normale,,Trimestrielle,7.0,2023-11-05,58.0,,3,0.6,,5,3,Hydraulique,201,Oui,0
203,ROBOT-M3,2000,Elevée,23,Ancienne,78.62,15.1,126751,Intermittent,84.2,100.0,Surcharge,Préventive,Annuelle,37.0,2023-09-11,113.0,98.0,18,0.78,12.87,25,17,Électrique,227,,1
204,CNC-2000,2000,Faible,23,Ancienne,79.86,13.3,111403,Continu,74.5,57.3,Normale,Corrective,Trimestrielle,28.0,2023-08-26,129.0,97.0,19,0.83,6.91,22,16,Électrique,218,Oui,0
205,MOTOR-K1,1995,Elevée,28,Ancienne,92.84,7.4,76212,Continu,66.1,78.7,Surcharge,Corrective,Hebdomadaire,30.0,2023-08-19,136.0,79.0,17,0.61,1.42,20,14,Thermique,76,Oui,1
206,CONV-3A,2006,Elevée,17,Ancienne,53.23,15.0,93071,Intermittent,65.4,55.7,Normale,Préventive,Hebdomadaire,17.0,2023-08-31,124.0,110.0,11,0.65,4.19,14,8,Électrique,147,Non,0
207,MOTOR-K1,2017,Moyenne,6,Normale,22.14,9.4,20337,Continu,77.8,87.6,Normale,Mixte,Trimestrielle,9.0,2023-12-08,24.0,70.0,5,,7.17,9,4,Thermique,148,Oui,0
208,PUMP-V7,2017,Moyenne,6,Normale,17.12,14.3,31290,Continu,85.2,75.6,Normale,Préventive,Hebdomadaire,7.0,2023-04-17,260.0,,3,0.5,1.03,8,2,Hydraulique,164,Oui,0
209,PRESS-X5,2004,Faible,19,Ancienne,72.66,7.2,49340,Continu,58.2,77.5,Normale,Mixte,Trimestrielle,24.0,2023-10-24,69.0,68.0,27,1.42,1.04,29,25,Mécanique,187,Oui,0
210,PUMP-V7,2019,Elevée,4,Normale,6.69,16.8,24758,Continu,110.7,64.2,Surcharge,Corrective,Annuelle,6.0,2023-11-24,39.0,59.0,2,0.5,3.64,3,1,Thermique,234,Oui,0
211,CONV-3A,2008,Faible,15,Normale,54.93,11.2,61431,Continu,69.6,88.0,Normale,Préventive,Hebdomadaire,24.0,2023-12-22,10.0,88.0,11,0.73,0.5,13,7,Électrique,184,Oui,0
212,CNC-2000,2009,Moyenne,14,Normale,,8.7,44256,Continu,67.1,82.7,Normale,Préventive,Mensuelle,16.0,2023-11-14,48.0,116.0,11,0.79,8.26,14,8,Hydraulique,251,Oui,0
213,DRILL-Z6,2022,Moyenne,1,Nouvelle,0.0,9.9,3839,Continu,79.6,68.5,Surcharge,Préventive,Annuelle,4.0,2023-10-14,80.0,28.0,0,0.0,3.02,4,0,Thermique,302,Non,0
214,COMP-T2,2017,Elevée,6,Normale,23.7,11.0,23916,Continu,44.5,74.8,Normale,Préventive,Mensuelle,2.0,2023-08-14,140.0,121.0,6,1.0,0.56,8,3,Mécanique,171,Non,0
215,MOTOR-K1,2018,,5,Normale,14.12,12.0,21840,Continu,85.4,64.3,Normale,Préventive,Mensuelle,5.0,2023-11-27,35.0,81.0,4,0.8,3.9,8,3,Électrique,166,Oui,0
216,PUMP-V7,1998,Moyenne,25,Ancienne,84.92,16.0,145467,Continu,65.1,63.4,Sous-charge,Préventive,Mensuelle,35.0,2023-06-10,206.0,38.0,20,0.8,8.17,25,15,Mécanique,128,Oui,1
217,DRILL-Z6,2019,Faible,4,Normale,9.94,12.2,17822,Continu,51.2,67.6,Normale,Mixte,Annuelle,6.0,2023-07-08,177.0,76.0,0,0.0,4.45,2,0,Mécanique,159,Non,0
218,MOTOR-K1,1995,Moyenne,28,Ancienne,100.0,,56093,Intermittent,82.2,71.7,Surcharge,Préventive,Mensuelle,60.0,2023-07-13,172.0,83.0,23,0.82,0.5,27,20,Électrique,250,Oui,1
219,PUMP-V7,2002,Elevée,21,,70.41,8.3,63702,Continu,82.1,75.0,Surcharge,Corrective,Trimestrielle,42.0,2023-02-20,316.0,55.0,19,0.9,0.5,24,17,Mécanique,170,Non,0
220,CONV-3A,1997,Elevée,26,Ancienne,91.26,20.3,192369,Continu,109.2,74.5,Normale,Préventive,Mensuelle,42.0,2023-07-16,169.0,145.0,26,1.0,6.03,26,23,Mécanique,170,Non,1
221,MOTOR-K1,2008,Moyenne,15,Normale,51.49,12.4,67949,Intermittent,82.7,64.6,Normale,Corrective,Trimestrielle,21.0,2023-11-07,56.0,90.0,14,0.93,0.7,16,14,Hydraulique,262,Oui,0
222,PUMP-V7,2011,Moyenne,12,Normale,43.11,,65304,Continu,,,Normale,Préventive,Trimestrielle,11.0,2023-08-09,146.0,59.0,5,0.42,4.46,7,2,Mécanique,157,Oui,0
223,CNC-2000,1996,Elevée,27,Ancienne,91.43,11.1,108742,Continu,80.6,88.1,Normale,Mixte,Mensuelle,44.0,2023-09-24,100.0,29.0,20,0.74,2.83,25,17,,146,Oui,1
224,CONV-3A,2009,Elevée,14,Normale,48.0,9.0,46303,Intermittent,41.3,86.0,Sous-charge,Corrective,Mensuelle,24.0,2023-12-19,13.0,130.0,15,1.07,0.5,23,12,Électrique,257,Non,0
225,DRILL-Z6,2000,Elevée,23,Ancienne,82.47,10.6,88549,Continu,81.2,83.5,Normale,Préventive,Mensuelle,33.0,2023-12-19,14.0,91.0,17,0.74,0.5,20,13,Aucune,146,Oui,0
226,DRILL-Z6,1999,Moyenne,24,Ancienne,79.68,12.4,108477,Continu,79.3,45.0,Normale,,Trimestrielle,39.0,2023-10-03,91.0,73.0,14,0.58,5.36,15,11,,267,Oui,0
227,COMP-T2,2008,Moyenne,15,Normale,57.95,10.6,58406,Continu,77.8,63.0,Normale,Préventive,Mensuelle,19.0,2023-12-02,30.0,,14,0.93,5.95,19,13,Mécanique,171,Oui,0
228,ROBOT-M3,2013,,10,Normale,40.93,17.8,64929,Continu,67.5,57.1,Surcharge,Mixte,Mensuelle,,2023-09-22,102.0,63.0,8,0.8,7.51,9,6,Électrique,212,,0
229,PRESS-X5,2003,Moyenne,20,Ancienne,73.03,10.2,74211,Continu,88.5,53.7,Surcharge,Corrective,Trimestrielle,26.0,2023-08-30,125.0,140.0,16,0.8,2.5,21,15,Électrique,103,Oui,0
230,CNC-2000,2002,Elevée,21,Ancienne,73.85,8.8,67973,Continu,65.4,88.7,Surcharge,Préventive,Mensuelle,24.0,2023-04-09,,109.0,15,0.71,7.03,17,12,Thermique,166,Oui,0
231,CONV-3A,1997,Moyenne,26,Ancienne,76.05,14.4,136874,Continu,90.6,95.3,Normale,Préventive,Hebdomadaire,39.0,2023-12-31,2.0,125.0,28,,4.39,32,24,Aucune,221,Non,0
232,MOTOR-K1,2012,Faible,11,Normale,40.62,14.8,59590,Intermittent,85.8,75.1,Surcharge,Corrective,Mensuelle,12.0,2023-12-27,6.0,71.0,4,0.36,9.25,9,4,,202,Oui,0
233,DRILL-Z6,2002,Faible,21,Ancienne,71.54,12.1,92417,Continu,101.0,80.7,Surcharge,Préventive,Trimestrielle,26.0,2023-11-28,34.0,68.0,19,0.9,7.72,22,16,Mécanique,300,Non,0
234,CNC-2000,2010,Faible,13,Normale,44.27,10.2,48452,Continu,73.0,70.7,Sous-charge,Corrective,Mensuelle,24.0,2023-07-28,157.0,107.0,11,0.85,6.46,14,9,Électrique,60,Non,0
235,CONV-3A,2009,Elevée,14,Normale,39.51,6.3,32295,Continu,100.1,89.0,Normale,Corrective,Trimestrielle,24.0,2023-09-08,116.0,99.0,9,0.64,7.31,11,4,Thermique,127,Oui,0
236,CONV-3A,2015,Moyenne,8,Normale,30.47,15.7,45963,Continu,83.2,78.4,Normale,Corrective,Mensuelle,13.0,2023-08-04,151.0,105.0,6,0.75,5.63,9,2,Mécanique,275,Non,0
237,MOTOR-K1,2009,Faible,14,Normale,41.76,14.6,74777,Continu,78.9,68.7,Normale,Corrective,Annuelle,28.0,2023-10-05,89.0,98.0,17,1.21,7.85,22,16,Thermique,214,Oui,0
238,CONV-3A,2010,Moyenne,13,Normale,46.09,10.7,50719,Intermittent,67.2,81.7,Surcharge,Mixte,Mensuelle,27.0,2023-04-14,263.0,67.0,13,1.0,2.01,19,12,Électrique,152,Non,0
239,WELDR-E4,2019,Elevée,4,Normale,18.52,12.2,17717,Intermittent,85.9,72.8,Sous-charge,Mixte,Mensuelle,6.0,2023-07-13,173.0,54.0,4,1.0,4.26,6,0,Mécanique,192,Non,0
240,CNC-2000,1995,Faible,28,Ancienne,95.65,11.3,115624,Continu,72.9,77.3,Surcharge,Préventive,Mensuelle,52.0,2023-12-10,22.0,56.0,12,0.43,9.89,14,10,Mécanique,322,Oui,1
241,PUMP-V7,2004,Moyenne,19,,72.58,16.9,117042,Continu,79.6,83.3,Surcharge,Mixte,Mensuelle,23.0,2023-11-20,43.0,81.0,14,0.74,2.2,19,11,Mécanique,189,Non,0
242,DRILL-Z6,2013,Elevée,10,Normale,31.27,8.9,32175,Intermittent,91.7,100.0,Normale,Mixte,Mensuelle,14.0,2023-11-17,46.0,86.0,10,1.0,0.5,14,7,Hydraulique,150,Non,0
243,DRILL-Z6,1999,Elevée,24,Ancienne,87.0,10.1,89173,Intermittent,79.5,96.4,Normale,Mixte,Trimestrielle,38.0,2023-09-28,96.0,128.0,18,0.75,0.78,21,17,Aucune,180,Non,0
244,PUMP-V7,2012,Moyenne,11,Normale,31.98,9.8,39747,Continu,84.8,76.8,Normale,Préventive,Annuelle,14.0,2023-09-18,105.0,99.0,11,1.0,5.02,18,9,Hydraulique,229,Non,0
245,CNC-2000,1997,,26,Ancienne,96.16,12.9,122761,Intermittent,102.7,63.7,Normale,Préventive,Mensuelle,32.0,2023-12-04,28.0,109.0,22,0.85,2.97,27,20,Aucune,72,Oui,1
